image_path,label
clean_dataset/open/00_01_palm_frame_00_01_0138.png,open
clean_dataset/open/00_01_palm_frame_00_01_0129.png,open
clean_dataset/open/00_01_palm_frame_00_01_0123.png,open
clean_dataset/open/00_01_palm_frame_00_01_0148.png,open
clean_dataset/open/00_01_palm_frame_00_01_0172.png,open
clean_dataset/open/00_01_palm_frame_00_01_0038.png,open
clean_dataset/open/00_01_palm_frame_00_01_0066.png,open
clean_dataset/open/00_01_palm_frame_00_01_0132.png,open
clean_dataset/open/00_01_palm_frame_00_01_0083.png,open
clean_dataset/open/00_01_palm_frame_00_01_0130.png,open
clean_dataset/open/00_01_palm_frame_00_01_0155.png,open
clean_dataset/open/00_01_palm_frame_00_01_0161.png,open
clean_dataset/open/00_01_palm_frame_00_01_0093.png,open
clean_dataset/open/00_01_palm_frame_00_01_0110.png,open
clean_dataset/open/00_01_palm_frame_00_01_0095.png,open
clean_dataset/open/00_01_palm_frame_00_01_0097.png,open
clean_dataset/open/00_01_palm_frame_00_01_0195.png,open
clean_dataset/open/00_01_palm_frame_00_01_0182.png,open
clean_dataset/open/00_01_palm_frame_00_01_0010.png,open
clean_dataset/open/00_01_palm_frame_00_01_0033.png,open
clean_dataset/open/00_01_palm_frame_00_01_0140.png,open
clean_dataset/open/00_01_palm_frame_00_01_0087.png,open
clean_dataset/open/00_01_palm_frame_00_01_0025.png,open
clean_dataset/open/00_01_palm_frame_00_01_0016.png,open
clean_dataset/open/00_01_palm_frame_00_01_0170.png,open
clean_dataset/open/00_01_palm_frame_00_01_0179.png,open
clean_dataset/open/00_01_palm_frame_00_01_0034.png,open
clean_dataset/open/00_01_palm_frame_00_01_0153.png,open
clean_dataset/open/00_01_palm_frame_00_01_0012.png,open
clean_dataset/open/00_01_palm_frame_00_01_0197.png,open
clean_dataset/open/00_01_palm_frame_00_01_0029.png,open
clean_dataset/open/00_01_palm_frame_00_01_0091.png,open
clean_dataset/open/00_01_palm_frame_00_01_0055.png,open
clean_dataset/open/00_01_palm_frame_00_01_0198.png,open
clean_dataset/open/00_01_palm_frame_00_01_0022.png,open
clean_dataset/open/00_01_palm_frame_00_01_0006.png,open
clean_dataset/open/00_01_palm_frame_00_01_0145.png,open
clean_dataset/open/00_01_palm_frame_00_01_0113.png,open
clean_dataset/open/00_01_palm_frame_00_01_0151.png,open
clean_dataset/open/00_01_palm_frame_00_01_0015.png,open
clean_dataset/open/00_01_palm_frame_00_01_0167.png,open
clean_dataset/open/00_01_palm_frame_00_01_0176.png,open
clean_dataset/open/00_01_palm_frame_00_01_0003.png,open
clean_dataset/open/00_01_palm_frame_00_01_0052.png,open
clean_dataset/open/00_01_palm_frame_00_01_0002.png,open
clean_dataset/open/00_01_palm_frame_00_01_0149.png,open
clean_dataset/open/00_01_palm_frame_00_01_0070.png,open
clean_dataset/open/00_01_palm_frame_00_01_0082.png,open
clean_dataset/open/00_01_palm_frame_00_01_0065.png,open
clean_dataset/open/00_01_palm_frame_00_01_0072.png,open
clean_dataset/open/00_01_palm_frame_00_01_0049.png,open
clean_dataset/open/00_01_palm_frame_00_01_0188.png,open
clean_dataset/fist/00_03_fist_frame_00_03_0026.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0159.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0065.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0133.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0017.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0083.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0060.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0125.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0164.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0104.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0117.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0143.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0165.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0031.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0183.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0196.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0157.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0073.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0014.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0048.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0172.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0002.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0137.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0098.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0025.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0140.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0114.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0115.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0093.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0128.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0034.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0020.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0068.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0151.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0004.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0063.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0179.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0101.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0003.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0071.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0066.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0043.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0055.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0081.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0168.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0139.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0064.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0163.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0087.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0058.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0141.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0144.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0171.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0187.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0105.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0174.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0192.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0109.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0175.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0023.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0006.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0134.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0032.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0177.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0184.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0007.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0112.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0135.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0075.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0189.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0091.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0059.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0022.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0108.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0154.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0106.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0146.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0120.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0129.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0078.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0100.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0145.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0057.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0195.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0080.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0130.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0166.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0169.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0102.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0096.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0084.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0142.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0085.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0123.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0156.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0116.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0029.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0019.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0160.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0191.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0090.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0009.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0176.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0001.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0103.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0099.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0069.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0070.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0038.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0152.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0126.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0186.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0180.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0198.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0185.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0016.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0053.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0056.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0167.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0013.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0153.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0197.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0138.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0051.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0190.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0118.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0040.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0181.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0005.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0170.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0124.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0110.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0079.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0182.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0127.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0122.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0049.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0097.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0149.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0021.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0045.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0050.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0008.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0042.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0132.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0041.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0028.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0147.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0027.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0113.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0011.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0052.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0173.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0082.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0039.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0158.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0062.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0150.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0077.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0088.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0194.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0054.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0131.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0076.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0119.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0200.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0155.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0036.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0044.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0074.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0033.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0162.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0024.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0188.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0199.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0094.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0015.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0107.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0193.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0095.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0121.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0012.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0067.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0047.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0072.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0161.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0086.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0148.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0018.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0061.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0010.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0136.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0037.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0035.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0089.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0030.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0178.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0111.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0046.png,fist
clean_dataset/fist/00_03_fist_frame_00_03_0092.png,fist
clean_dataset/up/00_05_thumb_frame_00_05_0140.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0019.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0145.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0175.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0178.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0023.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0164.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0104.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0126.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0010.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0061.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0003.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0131.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0144.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0183.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0091.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0095.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0089.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0050.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0038.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0151.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0125.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0078.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0034.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0103.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0147.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0122.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0106.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0016.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0002.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0058.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0179.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0128.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0166.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0149.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0013.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0198.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0064.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0014.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0021.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0027.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0127.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0093.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0176.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0109.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0196.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0158.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0200.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0195.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0152.png,up
clean_dataset/up/00_05_thumb_frame_00_05_0132.png,up
